Threads	N	Time		Result
1	1e2	0.00201244	3.14160099
1	1e6	0.01083007	3.14159265

2	1e2	0.00277594	3.14160099
2	1e6	0.00357449	3.14159265

4	1e2	0.00000240	3.14160099
4	1e6	0.00141300	3.14159265

8	1e2	0.00000191	3.14160099
8	1e6	0.00151607	3.14159265

10	1e2	0.00004409	3.14160099
10	1e6	0.00125603	3.14159265

12	1e2	0.00000161	3.14160099
12	1e6	0.00101170	3.14159265


